Main New Gloss Cat,Consultant,Main New Gloss,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Combined,Separate,Session,Scene,Start,End,Combined,Separate
,Naomi,TOTAL,TOTAL,crvd-5,crvd-5,flat-O,flat-O,N,,MOV,ASL_2008_08_04,5,1339,1368,,MOV
,Brady,TOTAL,TOTAL,crvd-5,crvd-5,flat-O,flat-O,N,,MOV,ASL_2011_07_22_Brady,37,606,630,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,TOTAL,TOTAL_2,crvd-5,crvd-5,flat-O,flat-O,N,,MOV,ASL_2008_01_11,13,1681,1725,,MOV
,Tyler,TOTAL,TOTAL_2,crvd-5,crvd-5,flat-O,flat-O,N,MOV,MOV,ASL_2008_05_12a,10,4206,4236,MOV,MOV
,Brady,TOTAL,TOTAL_2,crvd-5,crvd-sprd-B,flat-O,flat-O,N,,MOV,ASL_2011_06_08_Brady,11,7910,7936,,MOV
ENTER,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,ENTER,ENTER,B,flat-B,B,flat-B,N,,MOV,ASL_2008_01_11,6,3355,3390,,MOV
,Liz,ENTER,ENTER,B,B-L,B,B-L,N,,MOV,ASL_2008_01_18,32,1580,1620,,MOV
,Tyler,ENTER,ENTER,bent-B,flat-B,flat-B,flat-B,N,,MOV,ASL_2008_05_12a,6,5660,5680,,MOV
,Tyler,ENTER,ENTER,flat-B,B-L,flat-B,B-L,N,,MOV,ASL_2008_05_29a,12,1535,1565,,MOV
,Naomi,ENTER,ENTER,crvd-B,flat-B,B,flat-B,N,MOV,MOV,ASL_2008_08_04,5,2825,2848,MOV,MOV
,Naomi,ENTER,ENTER,bent-B,B-L,B,B-L,N,,MOV,ASL_2008_08_06,32,1030,1065,,MOV
,Brady,ENTER,ENTER+,B-L,B-L,B-L,B-L,N,,MOV,ASL_2011_06_14_Brady,56,1040,1062,,MOV
,Lana,ENTER,ENTER,B-xd,bent-B,B-xd,bent-B,N,,MOV,ASL_2006_10_10,8,2584,2607,,MOV
,Dana,ENTER,ENTER,bent-B,bent-B-L,bent-B-L,bent-B-L,N,,MOV,ASL_2007_05_24,12,2528,2568,,MOV
ADMIT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,ADMIT,ADMIT,B-L,B-L,B-L,B-L,N,MOV,MOV,ASL_2008_01_11,7,540,573,MOV,MOV
,Naomi,ADMIT,ADMIT,B-L,B-L,B-L,B-L,N,,MOV,ASL_2008_08_04,5,3507,3537,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Tyler,ADMIT,(1h)ADMIT,B-L,,B-L,,N,MOV,MOV,ASL_2008_05_12a,6,6350,6392,MOV,MOV
ADVISE/INFLUENCE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,ADVISE/INFLUENCE,ADVISE/INFLUENCE,flat-O,flat-B,5,flat-B,N,,MOV,ASL_2008_01_11,7,1805,1830,,MOV
,Liz,ADVISE/INFLUENCE,ADVISE/INFLUENCE+,flat-O,B,5,B,N,,MOV,ASL_2008_01_11,7,2110,2145,,MOV
,Tyler,ADVISE/INFLUENCE,ADVISE/INFLUENCE,flat-O,B,5,B,N,,MOV,ASL_2008_05_12a,7,825,850,,MOV
,Tyler,ADVISE/INFLUENCE,ADVISE/INFLUENCE++,flat-O,B,5,B,N,,MOV,ASL_2008_05_12a,7,1060,1101,,MOV
,Naomi,ADVISE/INFLUENCE,ADVISE/INFLUENCE,flat-O,B,5,B,N,MOV,MOV,ASL_2008_08_04,6,1008,1041,MOV,MOV
,Naomi,ADVISE/INFLUENCE,ADVISE/INFLUENCE+,O,Rlxd,crvd-5,Rlxd,N,,MOV,ASL_2008_08_04,6,1328,1367,,MOV
,Brady,ADVISE/INFLUENCE,ADVISE/INFLUENCE,flat-O,Rlxd,crvd-sprd-B,Rlxd,N,,MOV,ASL_2011_06_08_Brady,9,352,365,,MOV
,Lana,ADVISE/INFLUENCE,ADVISE/INFLUENCE,flat-O,Rlxd,crvd-sprd-B,Rlxd,N,,MOV,ASL_2006_10_10,2,951,974,,MOV
,Dana,ADVISE/INFLUENCE,ADVISE/INFLUENCE+,flat-O,Rlxd,5,Rlxd,N,,MOV,ASL_2007_05_24,5,1136,1188,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,ADVISE/INFLUENCE,ADVISE/INFLUENCE_2,flat-O,S,5,S,N,,MOV,ASL_2008_02_01,31,1740,1772,,MOV
,Naomi,ADVISE/INFLUENCE,ADVISE/INFLUENCE_2,flat-O,S,5,S,N,MOV,MOV,ASL_2008_08_13,26,3587,3610,MOV,MOV
,Brady,ADVISE/INFLUENCE,ADVISE/INFLUENCE_2,flat-O,S,5,S,N,,MOV,ASL_2011_06_14_Brady,40,2471,2487,,MOV
AFRAID,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,AFRAID,SCARE+,5,5,5,5,N,,MOV,ASL_2008_01_11,8,805,845,,MOV
,Tyler,AFRAID,SCARE++,5,5,5,5,N,MOV,MOV,ASL_2008_05_12a,7,1560,1600,MOV,MOV
,Brady,AFRAID,SCARE+,5,5,5,5,N,,MOV,ASL_2011_06_08_Brady,9,1148,1172,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,AFRAID,AFRAID,S,S,5,5,N,,MOV,ASL_2008_01_18,39,2130,2155,,MOV
,Liz,AFRAID,AFRAID,S,S,5,5,N,,MOV,ASL_2008_02_29,23,1210,1246,,MOV
,Tyler,AFRAID,AFRAID,S,S,5,5,N,,MOV,ASL_2008_05_29a,19,4375,4400,,MOV
,Naomi,AFRAID,AFRAID,A,A,5,5,N,,MOV,ASL_2008_08_04,6,1875,1900,,MOV
,Naomi,AFRAID,AFRAID,A,A,5,5,N,MOV,MOV,ASL_2008_08_06,39,2207,2240,MOV,MOV
,Brady,AFRAID,AFRAID,S,S,5,5,N,,MOV,ASL_2011_06_14_Brady,17,312,332,,MOV
,Brady,AFRAID,AFRAID,S,S,5,5,N,,MOV,ASL_2011_07_19_Brady,73,1630,1652,,MOV
,Lana,AFRAID,AFRAID,S,S,5,5,N,,MOV,ASL_2006_10_10,24,2306,2319,,MOV
,Dana,AFRAID,AFRAID,S,S,5,5,N,,MOV,ASL_2007_05_24,26,2381,2409,,MOV
ns-AFRICA,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,ns-AFRICA,ns-AFRICA,5,,flat-O,,N,,MOV,ASL_2008_01_11,8,1770,1815,,MOV
,Tyler,ns-AFRICA,ns-AFRICA,5,,flat-O,,N,MOV,MOV,ASL_2008_05_12a,7,2495,2525,MOV,MOV
,Naomi,ns-AFRICA,ns-AFRICA,5,,flat-O,,N,,MOV,ASL_2008_08_04,6,2835,2860,,MOV
,Brady,ns-AFRICA,ns-AFRICA,5,,flat-O,,N,,MOV,ASL_2011_06_08_Brady,9,1666,1688,,MOV
ns-AFRICA,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,(A)ns-AFRICA,(A)ns-AFRICA,A,,A,,N,MOV,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,8,1381,1445,MOV,MOV
,Naomi,(A)ns-AFRICA,(A)ns-AFRICA,A,,A,,N,,MOV,ASL_2008_08_04,6,2280,2325,,MOV
AFTERNOON,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Tyler,AFTERNOON,AFTERNOON++,flat-B,B,flat-B,B,Y,,MOV,ASL_2008_05_12a,8,590,625,,MOV
,Tyler,AFTERNOON,AFTERNOON+++,B-L,B-L,B-L,B-L,Y,,MOV,ASL_2008_05_29a,8,1272,1320,,MOV
,Tyler,AFTERNOON,AFTERNOON++,B-L,B-L,B-L,B-L,Y,MOV,MOV,ASL_2008_05_29a,13,3510,3545,MOV,MOV
,Naomi,AFTERNOON,AFTERNOON+,B-L,B-L,B-L,B-L,Y,,MOV,ASL_2008_08_04,7,745,765,,MOV
,Lana,AFTERNOON,AFTERNOON+,B,B,B,B,Y,,MOV,ASL_2006_10_10,2,1235,1264,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Brady,AFTERNOON,AFTERNOON_2,B,B,B,B,Y,MOV,MOV,ASL_2011_06_08_Brady,9,7773,7793,MOV,MOV
,Dana,AFTERNOON,AFTERNOON_2,B,B,B,B,Y,,MOV,ASL_2007_05_24,5,1482,1522,,MOV
ALL-AFTERNOON,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,ALL-AFTERNOON,ALL-AFTERNOON,B,B,B,B,Y,MOV,MOV,ASL_2008_01_11,9,765,790,MOV,MOV
AGAIN,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,AGAIN,AGAIN,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2008_01_11,9,930,965,,MOV
,Liz,AGAIN,AGAIN++,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2008_01_11,9,1190,1260,,MOV
,Tyler,AGAIN,AGAIN,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2008_05_12a,8,785,820,,MOV
,Tyler,AGAIN,AGAIN+,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2008_05_12a,8,1060,1091,,MOV
,Naomi,AGAIN,AGAIN,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2008_08_04,7,963,990,,MOV
,Naomi,AGAIN,AGAIN++,bent-B-L,B-L,bent-B-L,B-L,N,MOV,MOV,ASL_2008_08_04,7,1190,1250,MOV,MOV
,Brady,AGAIN,AGAIN,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2011_06_08_Brady,9,7979,7999,,MOV
,Brady,AGAIN,AGAIN+++,bent-B,B-L,bent-B,B-L,N,,MOV,ASL_2011_06_14_Brady,2,1265,1341,,MOV
,Brady,AGAIN,AGAIN,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2011_07_19_Brady,116,1860,1873,,MOV
,Lana,AGAIN,AGAIN,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2006_10_10,2,1507,1524,,MOV
,Dana,AGAIN,AGAIN,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2007_05_24,5,1806,1836,,MOV
OFTEN,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Brady,OFTEN,OFTEN+++,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2011_06_08_Brady,21,4357,4388,,MOV
,Brady,OFTEN,OFTEN,B-L,B-L,B-L,B-L,N,MOV,MOV,ASL_2011_07_19_Brady,18,2364,2384,MOV,MOV
,Dana,OFTEN,OFTEN++,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2007_05_24,15,1457,1527,,MOV
THOUSAND,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,THOUSAND,THOUSAND,bent-B-L,B-L,bent-B-L,B-L,N,MOV,MOV,ASL_2008_03_28,15,1760,1780,MOV,MOV
MILLION,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MILLION,MILLION,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2008_02_15,5,1287,1330,,MOV
,Liz,MILLION,MILLION,bent-B-L,B-L,bent-B-L,B-L,N,MOV,MOV,ASL_2008_02_15,23,1365,1410,MOV,MOV
,Lana,MILLION,MILLION,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2006_10_10,19,2687,2709,,MOV
,Dana,MILLION,MILLION,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2007_05_24,21,2621,2656,,MOV
BILLION,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,BILLION,BILLION,bent-B-L,B-L,bent-B-L,B-L,N,MOV,MOV,ASL_2008_01_11,42,1405,1435,MOV,MOV
,Brady,BILLION,BILLION,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2011_07_19_Brady,2,2448,2485,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Tyler,BILLION,BILLION_2+,bent-B-L,B-L,bent-B-L,B-L,N,MOV,MOV,ASL_2008_05_12a,27,657,710,MOV,MOV
,Tyler,BILLION,BILLION_2,bent-B-L,B-L,bent-B-L,B-L,N,,MOV,ASL_2008_06_10,15,717,746,,MOV
OLD,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,OLD,OLD+,C,,S,,N,,MOV,ASL_2008_01_11,9,1463,1505,,MOV
,Tyler,OLD,OLD++,C,,S,,N,MOV,MOV,ASL_2008_05_12a,8,1325,1377,MOV,MOV
,Naomi,OLD,OLD,C,,S,,N,,MOV,ASL_2008_08_04,7,1460,1487,,MOV
,Brady,OLD,OLD,5-C,,S,,N,,MOV,ASL_2011_06_08_Brady,9,8308,8326,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Lana,OLD,OLD_2,C,,S,,N,MOV,MOV,ASL_2006_10_10,20,1095,1125,MOV,MOV
,Dana,OLD,OLD_2,C,,S,,N,,MOV,ASL_2007_05_24,22,994,1044,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,OLD,(S)OLD,S,,S,,N,MOV,MOV,ASL_2008_02_15,23,2115,2150,MOV,MOV
,Brady,OLD,(S)OLD,S,,S,,N,,MOV,ASL_2011_07_19_Brady,19,322,350,,MOV
AGREE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Tyler,AGREE,AGREE,1,1,1,1,N,,MOV,ASL_2008_05_12a,8,2737,2770,,MOV
,Naomi,AGREE,AGREE,1,1,1,1,N,MOV,MOV,ASL_2008_08_04,7,3592,3617,MOV,MOV
,Brady,AGREE,AGREE,1,1,1,1,N,,MOV,ASL_2011_06_08_Brady,10,371,390,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Lana,AGREE,AGREE:i,1,1,1,1,N,MOV,MOV,ASL_2006_10_10,2,1944,1968,MOV,MOV
,Dana,AGREE,AGREE:i,1,1,1,1,N,,MOV,ASL_2007_05_24,5,2276,2315,,MOV
THINK+AGREE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,THINK+AGREE,THINK+AGREE,1,,1,1,N,MOV,MOV,ASL_2008_01_11,10,656,700,MOV,MOV
AIR,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Tyler,AIR,AIR,5,,5,,N,MOV,MOV,ASL_2008_05_12a,8,3491,3520,MOV,MOV
AIRPLANE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,AIRPLANE,AIRPLANE+,I-L-Y,,I-L-Y,,N,,MOV,ASL_2008_01_11,10,1575,1605,,MOV
,Liz,AIRPLANE,AIRPLANE,I-L-Y,,I-L-Y,,N,,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,8,1580,1625,,MOV
,Tyler,AIRPLANE,AIRPLANE+,I-L-Y,,I-L-Y,,N,,MOV,ASL_2008_05_12a,9,327,362,,MOV
,Naomi,AIRPLANE,AIRPLANE+,I-L-Y,,I-L-Y,,N,MOV,MOV,ASL_2008_08_04,8,273,305,MOV,MOV
,Brady,AIRPLANE,AIRPLANE+,I-L-Y,,I-L-Y,,N,,MOV,ASL_2011_06_08_Brady,10,1230,1253,,MOV
,Brady,AIRPLANE,AIRPLANE,bent-I-L-Y,,bent-I-L-Y,,N,,MOV,ASL_2011_06_08_Brady,10,1484,1511,,MOV
,Lana,AIRPLANE,AIRPLANE+,I-L-Y,,I-L-Y,,N,,MOV,ASL_2006_10_10,2,1795,1821,,MOV
,Dana,AIRPLANE,AIRPLANE+,I-L-Y,,I-L-Y,,N,,MOV,ASL_2007_05_24,5,2128,2167,,MOV
FLY-BY-PLANE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,FLY-BY-PLANE,FLY-BY-PLANE,I-L-Y,,I-L-Y,,N,,MOV,ASL_2008_01_18,45,2570,2600,,MOV
,Tyler,FLY-BY-PLANE,FLY-BY-PLANE,I-L-Y,,I-L-Y,,N,,MOV,ASL_2008_05_29a,25,3225,3250,,MOV
,Naomi,FLY-BY-PLANE,FLY-BY-PLANE,I-L-Y,,I-L-Y,,N,,MOV,ASL_2008_08_06,45,3045,3065,,MOV
,Brady,FLY-BY-PLANE,FLY-BY-PLANE,I-L-Y,,I-L-Y,,N,MOV,MOV,ASL_2011_06_14_Brady,20,5233,5248,MOV,MOV
,Brady,FLY-BY-PLANE,FLY-BY-PLANE,I-L-Y,,I-L-Y,,N,,MOV,ASL_2011_07_22_Brady,43,925,949,,MOV
,Lana,FLY-BY-PLANE,FLY-BY-PLANE,I-L-Y,,I-L-Y,,N,,MOV,ASL_2006_10_10,11,819,850,,MOV
,Dana,FLY-BY-PLANE,FLY-BY-PLANE,I-L-Y,,I-L-Y,,N,,MOV,ASL_2007_05_24,14,729,792,,MOV
ALARM,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,ALARM,ALARM+,1,B-L,1,B-L,N,,MOV,ASL_2008_01_11,10,1775,1805,,MOV
,Tyler,ALARM,ALARM++,1,B-L,1,B-L,N,,MOV,ASL_2008_05_12a,9,537,575,,MOV
,Tyler,ALARM,ALARM+++,1,B-L,1,B-L,N,MOV,MOV,ASL_2008_05_12a,25,1281,1332,MOV,MOV
,Naomi,ALARM,ALARM++,1,B-L,1,B-L,N,,MOV,ASL_2008_08_04,8,478,527,,MOV
,Naomi,ALARM,ALARM+,D,B-L,D,B-L,N,,MOV,ASL_2008_08_04,26,1493,1525,,MOV
,Brady,ALARM,ALARM++,1,B-L,1,B-L,N,,MOV,ASL_2011_06_08_Brady,10,1766,1792,,MOV
ALCOHOL,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,ALCOHOL,ALCOHOL+,Horns,Horns,Horns,Horns,N,,MOV,ASL_2008_02_01,51,612,652,,MOV
,Tyler,ALCOHOL,ALCOHOL++,Horns,Horns,Horns,Horns,N,MOV,MOV,ASL_2008_06_10,3,627,664,MOV,MOV
,Naomi,ALCOHOL,ALCOHOL+,Horns,Horns,Horns,Horns,N,,MOV,ASL_2008_08_13_session2,6,335,361,,MOV
,Brady,ALCOHOL,ALCOHOL+,Horns,Horns,Horns,Horns,N,,MOV,ASL_2011_06_14_Brady,50,2044,2078,,MOV
SARCASM,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,SARCASM,SARCASM,Horns,Horns,Horns,Horns,N,,MOV,ASL_2008_03_28,22,2796,2842,,MOV
,Liz,SARCASM,SARCASM,Horns,Horns,Horns,Horns,N,,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,20,2000,2075,,MOV
,Brady,SARCASM,SARCASM,Horns,Horns,Horns,Horns,N,MOV,MOV,ASL_2011_06_14_Brady,42,942,966,MOV,MOV
,Brady,SARCASM,SARCASM,Horns,Horns,Horns,Horns,N,,MOV,ASL_2011_07_19_Brady,72,1277,1307,,MOV
,Brady,SARCASM,SARCASM,Horns,Horns,Horns,Horns,N,,MOV,ASL_2011_07_22_Brady,11,1067,1102,,MOV
ALL,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,ALL,ALL,B-L,B-L,B-L,B-L,N,,MOV,ASL_2008_01_11,11,470,520,,MOV
,Tyler,ALL,ALL,B-L,B-L,B-L,B-L,N,,MOV,ASL_2008_05_12a,9,1045,1075,,MOV
,Naomi,ALL,ALL,B-L,B-L,B-L,B-L,N,MOV,MOV,ASL_2008_08_04,8,1680,1712,MOV,MOV
,Brady,ALL,ALL,B-L,B-L,B-L,B-L,N,,MOV,ASL_2011_06_08_Brady,10,7564,7593,,MOV
,Lana,ALL,ALL,B-L,B-L,B-L,B-L,N,,MOV,ASL_2006_10_10,2,2222,2254,,MOV
,Dana,ALL,ALL,B-L,B-L,B-L,B-L,N,,MOV,ASL_2007_05_24,5,2573,2616,,MOV
#ALL,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,#ALL,#ALL,A,,L,,N,,MOV,ASL_2008_01_11,12,275,300,,MOV
,Tyler,#ALL,#ALL,A,,L,,N,,MOV,ASL_2008_05_12a,9,2542,2570,,MOV
,Naomi,#ALL,#ALL,A,,L,,N,MOV,MOV,ASL_2008_08_04,8,2922,2942,MOV,MOV
,Brady,#ALL,#ALL,A,,L,,N,,MOV,ASL_2011_06_08_Brady,10,7838,7857,,MOV
,Dana,#ALL,#ALL,A,,L,,N,,MOV,ASL_2007_05_24,5,450,488,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Lana,#ALL,#ALL_2,A,,L,,N,MOV,MOV,ASL_2006_10_10,2,396,416,MOV,MOV
ALL-DAY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
