consultant,gloss,gloss_variant,session,scene,start,end
Brady,ns-nat-AMSTERDAM,ns-nat-AMSTERDAM,ASL_2011_06_08_Brady,11,8297,8331
Liz,ANALYZE,ANALYZE,ASL_2008_01_11,14,560,595
Tyler,ANALYZE,ANALYZE+,ASL_2008_05_12a,11,987,1032
Naomi,ANALYZE,ANALYZE_2,ASL_2008_08_04,10,831,876
Brady,ANALYZE,ANALYZE-LIST+,ASL_2011_06_08_Brady,11,9597,9631
Liz,GENERATION,GENERATION+,ASL_2008_02_01,3,750,830
Liz,GENERATION,GENERATION+,ASL_2008_02_01,41,835,921
Naomi,GENERATION,GENERATION+,ASL_2008_08_13,3,1423,1470
Naomi,GENERATION,GENERATION+,ASL_2008_08_13,34,1527,1576
Brady,GENERATION,GENERATION+,ASL_2011_06_14_Brady,25,154,201
Brady,GENERATION,GENERATION+,ASL_2011_06_14_Brady,44,6965,7008
Liz,GENERATIONS-AGO,GENERATIONS-AGO+,ASL_2008_01_11,14,765,825
Naomi,GENERATIONS-AGO,GENERATIONS-AGO+,ASL_2008_08_04,10,1463,1498
Brady,GENERATIONS-AGO,GENERATIONS-AGO+,ASL_2011_06_08_Brady,11,9127,9164
Liz,HEREDITY,HEREDITY+,ASL_2010_08_10_Liz_additional_lexicon_signs,29,2785,2851
Brady,HEREDITY,HEREDITY+,ASL_2011_06_14_Brady,33,6357,6392
Liz,PASS-DOWN,PASS-DOWN+,ASL_2010_08_10_Liz_additional_lexicon_signs,20,1390,1440
Brady,PASS-DOWN,PASS-DOWN+,ASL_2011_06_14_Brady,40,3427,3466
Liz,AND,AND,ASL_2008_01_11,14,970,1005
Tyler,AND,AND,ASL_2008_05_12a,11,1520,1535
Naomi,AND,AND,ASL_2008_08_04,10,1817,1837
Brady,AND,AND,ASL_2011_06_08_Brady,11,10803,10824
Lana,AND,AND,ASL_2006_01_20,22,265,300
Liz,OTHER,OTHER,ASL_2008_01_11,15,640,666
Tyler,OTHER,OTHER,ASL_2008_05_12a,11,2415,2432
Naomi,OTHER,OTHER,ASL_2008_08_04,10,2827,2850
Brady,OTHER,OTHER,ASL_2011_06_08_Brady,12,1457,1473
Liz,ANSWER,ANSWER,ASL_2008_01_11,15,855,879
Liz,ANSWER,ANSWER,ASL_2008_02_29,11,640,679
Tyler,ANSWER,ANSWER,ASL_2008_05_12a,11,2645,2658
Naomi,ANSWER,ANSWER,ASL_2008_08_04,10,3042,3060
Brady,ANSWER,ANSWER,ASL_2011_06_08_Brady,12,1710,1722
Brady,ANSWER,ANSWER,ASL_2011_06_08_Brady,13,18895,18911
Brady,ANSWER,ANSWER+,ASL_2011_06_08_Brady,13,19163,19185
Brady,ANSWER,ANSWER,ASL_2011_07_19_Brady,56,128,146
Brady,ANSWER,ANSWER,ASL_2011_07_19_Brady,56,436,450
Lana,ANSWER,ANSWER,ASL_2006_10_10,2,2630,2647
Dana,ANSWER,ANSWER,ASL_2007_05_24,5,3062,3086
Liz,ORDER,ORDER,ASL_2008_02_15,27,3085,3125
Brady,ORDER,ORDER,ASL_2011_07_19_Brady,22,2212,2244
Liz,REPORT,REPORT,ASL_2008_02_29,11,834,876
Liz,ANY,ANY,ASL_2008_01_11,15,1085,1106
Tyler,ANY,ANY,ASL_2008_05_12a,11,2831,2855
Naomi,ANY,ANY,ASL_2008_08_04,10,3240,3258
Brady,ANY,ANY,ASL_2011_06_08_Brady,12,2405,2435
Lana,ANY,ANY,ASL_2006_10_10,2,2507,2522
Dana,ANY,ANY,ASL_2007_05_24,5,2910,2939
Liz,DEAF-APPLAUSE,DEAF-APPLAUSE,ASL_2008_01_11,16,820,851
Tyler,DEAF-APPLAUSE,DEAF-APPLAUSE,ASL_2008_05_12a,12,2140,2167
Naomi,DEAF-APPLAUSE,DEAF-APPLAUSE,ASL_2008_08_04,12,1320,1342
Brady,DEAF-APPLAUSE,DEAF-APPLAUSE,ASL_2011_06_08_Brady,12,6122,6153
Liz,APPLE,APPLE,ASL_2008_01_11,18,826,865
Tyler,APPLE,APPLE,ASL_2008_05_12a,12,2340,2360
Naomi,APPLE,APPLE,ASL_2008_08_04,12,1525,1546
Brady,APPLE,APPLE,ASL_2011_06_08_Brady,12,6398,6409
Dana,APPLE,APPLE,ASL_2007_05_24,5,3231,3275
Lana,APPLE,(S)APPLE,ASL_2006_10_10,2,2754,2775
Liz,APPLY,APPLY,ASL_2008_01_11,18,1225,1255
Liz,APPLY,APPLY,ASL_2008_01_11,18,1865,1905
Naomi,APPLY,APPLY,ASL_2008_08_04,12,1777,1803
Naomi,APPLY,APPLY,ASL_2008_08_04,12,2302,2335
Brady,APPLY,APPLY,ASL_2011_06_08_Brady,12,6628,6637
Brady,APPLY,APPLY,ASL_2011_07_22_Brady,37,1538,1556
Liz,APPOINT,APPOINT,ASL_2008_01_11,19,625,665
Tyler,APPOINT,APPOINT,ASL_2008_05_12a,12,5082,5115
Naomi,APPOINT,APPOINT,ASL_2008_08_04,12,2715,2735
Brady,APPOINT,APPOINT,ASL_2011_06_08_Brady,12,7112,7132
Liz,APPOINTMENT,APPOINTMENT,ASL_2008_01_11,19,1306,1345
Tyler,APPOINTMENT,APPOINTMENT,ASL_2008_05_12a,13,685,732
Tyler,APPOINTMENT,APPOINTMENT,ASL_2008_05_12a,13,1000,1027
Naomi,APPOINTMENT,APPOINTMENT,ASL_2008_08_04,13,823,850
Naomi,APPOINTMENT,APPOINTMENT,ASL_2008_08_04,13,1418,1442
Brady,APPOINTMENT,APPOINTMENT,ASL_2011_07_22_Brady,37,1735,1766
Lana,APPOINTMENT,APPOINTMENT,ASL_2006_10_10,2,2878,2906
Dana,APPOINTMENT,APPOINTMENT,ASL_2007_05_24,5,3362,3437
Liz,APPOINTMENT,(A)APPOINTMENT,ASL_2008_01_11,19,1090,1131
Liz,APPOINTMENT,(nd-S)APPOINTMENT,ASL_2008_02_29,12,866,930
Brady,APPOINTMENT,(nd-S)APPOINTMENT,ASL_2011_06_08_Brady,12,8701,8731
Tyler,LATCH,LATCH,ASL_2008_06_10,3,4022,4051
Brady,LATCH,LATCH,ASL_2011_06_14_Brady,50,4552,4579
Liz,LOCK,LOCK,ASL_2008_02_01,52,307,347
Naomi,LOCK,LOCK,ASL_2008_08_04,28,1522,1545
Brady,LOCK,LOCK,ASL_2011_06_14_Brady,50,5429,5459
Naomi,LOCK,LOCK_2,ASL_2008_08_13_session2,6,3746,3768
Liz,REGULAR,REGULAR++,ASL_2008_02_29,8,3331,3400
Tyler,REGULAR,REGULAR++,ASL_2008_05_12a,13,1920,1962
Naomi,REGULAR,REGULAR++,ASL_2008_08_04,13,2201,2246
Brady,REGULAR,REGULAR+,ASL_2011_06_08_Brady,12,9999,10033
Brady,REGULAR,REGULAR+,ASL_2011_07_19_Brady,53,2355,2383
Lana,REGULAR,REGULAR++,ASL_2006_10_10,20,562,619
Dana,REGULAR,REGULAR++,ASL_2007_05_24,22,426,491
Tyler,APPROVE,APPROVE,ASL_2008_05_12a,13,2152,2185
Naomi,APPROVE,APPROVE,ASL_2008_08_04,13,2566,2592
Liz,STAMP-SEAL,STAMP-SEAL,ASL_2008_02_29,25,45,80
Brady,STAMP-SEAL,STAMP-SEAL,ASL_2011_07_19_Brady,75,1179,1197
Liz,APPROVE/VETO,APPROVE/VETO,ASL_2008_01_11,20,595,636
Brady,BACKSTAB,BACKSTAB,ASL_2011_06_08_Brady,12,10278,10300
Naomi,SHOOT-ARROW,SHOOT-ARROW,ASL_2008_08_04,13,3895,3940
Liz,SHOOT-ARROW,SHOOT-ARROW_2,ASL_2008_01_11,20,1590,1635
Brady,(cocked-8)SHOOT-ARROW,(cocked-8)SHOOT-ARROW,ASL_2011_06_08_Brady,12,11186,11210
Tyler,(Horns)SHOOT-ARROW,(Horns)SHOOT-ARROW,ASL_2008_05_12a,13,3036,3067
Liz,GUITAR,GUITAR++,ASL_2008_01_11,21,246,290
Liz,GUITAR,GUITAR+++,ASL_2008_02_01,13,2030,2095
Liz,GUITAR,GUITAR++,ASL_2008_02_01,13,2440,2521
Tyler,GUITAR,GUITAR++,ASL_2008_05_12a,14,526,565
Tyler,GUITAR,GUITAR++,ASL_2008_05_29a,43,1980,2030
Tyler,GUITAR,GUITAR++,ASL_2008_05_29a,43,2206,2246
Naomi,GUITAR,GUITAR++,ASL_2008_08_04,14,603,650
Naomi,GUITAR,GUITAR++,ASL_2008_08_13,11,2307,2380
Naomi,GUITAR,GUITAR++,ASL_2008_08_13,11,2622,2695
Brady,GUITAR,GUITAR++,ASL_2011_06_08_Brady,12,11733,11772
Brady,GUITAR,GUITAR++,ASL_2011_06_14_Brady,30,251,286
Brady,GUITAR,GUITAR++,ASL_2011_06_14_Brady,30,542,574
Liz,ns-ARIZONA,ns-ARIZONA,ASL_2008_01_11,21,695,730
Naomi,ns-ARIZONA,ns-ARIZONA,ASL_2008_08_04,14,1047,1075
Brady,ns-ARIZONA,ns-ARIZONA,ASL_2011_06_08_Brady,13,250,272
Liz,ARRIVE,ARRIVE,ASL_2008_01_11,21,1485,1515
Liz,ARRIVE,ARRIVE,ASL_2008_01_11,43,460,500
Liz,ARRIVE,ARRIVE,ASL_2008_01_11,50,1915,1950
Tyler,ARRIVE,ARRIVE,ASL_2008_05_12a,14,2090,2120
Naomi,ARRIVE,ARRIVE,ASL_2008_08_04,14,1838,1862
Brady,ARRIVE,ARRIVE,ASL_2011_06_08_Brady,13,2629,2649
Brady,ARRIVE,ARRIVE,ASL_2011_06_08_Brady,21,7068,7089
Lana,ARRIVE,ARRIVE,ASL_2006_01_20,22,402,451
Liz,ART/DESIGN,ART/DESIGN,ASL_2008_01_11,22,355,400
Liz,ART/DESIGN,ART/DESIGN,ASL_2008_01_18,23,1610,1667
Tyler,ART/DESIGN,ART/DESIGN,ASL_2008_05_12a,14,2320,2365
Tyler,ART/DESIGN,ART/DESIGN,ASL_2008_05_29a,3,1832,1880
Tyler,ART/DESIGN,ART/DESIGN,ASL_2008_05_29a,3,2095,2141
Naomi,ART/DESIGN,ART/DESIGN,ASL_2008_08_04,14,2127,2153
Naomi,ART/DESIGN,ART/DESIGN,ASL_2008_08_06,23,1500,1525
Brady,ART/DESIGN,ART/DESIGN,ASL_2011_06_14_Brady,7,250,294
Liz,ART/DESIGN,ART/DESIGN_2+,ASL_2008_01_18,23,1825,1866
Naomi,ART/DESIGN,ART/DESIGN_2+,ASL_2008_08_06,23,1720,1760
Brady,ART/DESIGN,ART/DESIGN_2+,ASL_2011_06_08_Brady,13,2878,2907
Brady,ART/DESIGN,ART/DESIGN_2+,ASL_2011_06_14_Brady,7,514,545
Brady,ART/DESIGN,ART/DESIGN_2+,ASL_2011_07_22_Brady,42,844,879
Liz,ART/DESIGN,(D)ART/DESIGN,ASL_2008_01_18,15,1302,1336
Tyler,ART/DESIGN,(D)ART/DESIGN,ASL_2008_05_12b,15,1110,1146
Naomi,ART/DESIGN,(D)ART/DESIGN,ASL_2008_08_06,15,1381,1411
Tyler,ARTICLE,ARTICLE+,ASL_2008_05_12a,14,2596,2645
Naomi,ARTICLE,ARTICLE,ASL_2008_08_04,14,2540,2565
Brady,ARTICLE,ARTICLE,ASL_2011_06_08_Brady,13,3660,3683
Lana,ARTICLE,ARTICLE,ASL_2006_10_10,3,649,669
Dana,ARTICLE,ARTICLE,ASL_2007_05_24,7,580,640
Liz,CHAPTER,CHAPTER,ASL_2008_01_11,70,1145,1170
Naomi,CHAPTER,CHAPTER,ASL_2008_08_04,44,3007,3042
Naomi,ns-ASIA,ns-ASIA,ASL_2008_08_04,15,1955,1998
Brady,ns-ASIA,ns-ASIA,ASL_2011_06_08_Brady,13,6313,6346
Brady,ns-ASIA,ns-ASIA,ASL_2011_06_14_Brady,12,7486,7519
Liz,ns-ASIA,ns-ASIA_2,ASL_2008_01_11,23,225,295
Liz,(A)ns-ASIA,(A)ns-ASIA,ASL_2008_01_11,22,1590,1650
Liz,SOCIAL/INTERACT,SOCIAL/INTERACT+,ASL_2008_01_11,23,1075,1125
Naomi,SOCIAL/INTERACT,SOCIAL/INTERACT+,ASL_2008_08_04,15,2845,2905
Brady,SOCIAL/INTERACT,SOCIAL/INTERACT+,ASL_2011_06_08_Brady,13,8245,8282
Liz,ns-ATHENS,ns-ATHENS,ASL_2008_01_11,24,335,370
Brady,ns-ATHENS,ns-ATHENS,ASL_2011_06_08_Brady,13,15974,16004
Liz,ns-ATLANTA,ns-ATLANTA,ASL_2008_01_11,24,555,595
Tyler,ns-ATLANTA,ns-ATLANTA,ASL_2008_05_12a,16,560,592
Naomi,ns-ATLANTA,ns-ATLANTA,ASL_2008_08_04,16,285,320
Brady,ns-ATLANTA,ns-ATLANTA,ASL_2011_06_08_Brady,13,17516,17540
Lana,ns-ATLANTA,ns-ATLANTA,ASL_2006_10_10,3,1173,1201
Dana,ns-ATLANTA,ns-ATLANTA,ASL_2007_05_24,7,1153,1203
Liz,GO,GO,ASL_2008_01_11,24,990,1020
Liz,GO,GO+,ASL_2008_01_11,24,1195,1221
Tyler,GO,GO+,ASL_2008_05_12a,16,1020,1051
Tyler,GO,GO++,ASL_2008_05_12a,16,2340,2380
Naomi,GO,GO,ASL_2008_08_04,16,1402,1425
Naomi,GO,GO+,ASL_2008_08_04,16,3165,3191
Naomi,GO,GO,ASL_2008_08_13,6,1418,1427
Liz,GO,(1h)GO,ASL_2008_02_01,7,1445,1495
Brady,GO,(1h)GO,ASL_2011_06_14_Brady,26,8773,8800
Tyler,GO,(1h)(5)GO,ASL_2008_05_29a,38,1125,1155
Liz,PAY-ATTENTION,PAY-ATTENTION+,ASL_2008_01_11,24,1451,1481
Tyler,PAY-ATTENTION,PAY-ATTENTION+,ASL_2008_05_12a,16,2870,2895
Naomi,PAY-ATTENTION,PAY-ATTENTION+,ASL_2008_08_04,16,3545,3568
Brady,PAY-ATTENTION,PAY-ATTENTION+,ASL_2011_06_08_Brady,13,19455,19475
Liz,ATTITUDE,ATTITUDE,ASL_2008_01_11,25,466,502
Liz,ATTITUDE,ATTITUDE,ASL_2010_08_10_Liz_additional_lexicon_signs,8,2690,2761
Naomi,ATTITUDE,ATTITUDE,ASL_2008_08_04,16,3888,3925
Brady,ATTITUDE,ATTITUDE,ASL_2011_06_08_Brady,13,19812,19835
Tyler,ATTITUDE,ATTITUDE_2,ASL_2008_05_12a,16,3225,3254
Liz,YOM-KIPPUR,YOM-KIPPUR,ASL_2008_03_28,47,3892,3960
Brady,YOM-KIPPUR,YOM-KIPPUR,ASL_2011_07_22_Brady,36,641,672
Tyler,AUDIENCE,AUDIENCE,ASL_2008_05_12a,16,3617,3656
Brady,AUDIENCE,AUDIENCE,ASL_2011_06_08_Brady,14,17,47
Liz,AUDIOLOGY,AUDIOLOGY,ASL_2008_01_11,25,1230,1285
Naomi,AUDIOLOGY,AUDIOLOGY,ASL_2008_08_04,16,5012,5045
Brady,AUDIOLOGY,AUDIOLOGY,ASL_2011_06_08_Brady,14,1156,1192
Liz,AUNT,AUNT,ASL_2008_01_11,25,1481,1531
Naomi,AUNT,AUNT,ASL_2008_08_04,16,5410,5428
Brady,AUNT,AUNT,ASL_2011_06_08_Brady,14,1378,1401
Dana,AUNT,AUNT,ASL_2007_05_24,7,1432,1482
Lana,AUNT,AUNT_2,ASL_2006_10_10,3,1445,1465
Liz,UNCLE,UNCLE,ASL_2008_03_28,27,1130,1170
Brady,UNCLE,UNCLE,ASL_2011_07_22_Brady,15,2169,2206
Dana,UNCLE,UNCLE,ASL_2007_05_24,27,559,629
Lana,UNCLE,UNCLE_2,ASL_2006_10_10,25,633,658
Liz,ns-AUSTRALIA,ns-AUSTRALIA,ASL_2008_01_11,25,1810,1835
Naomi,ns-AUSTRALIA,ns-AUSTRALIA,ASL_2008_08_04,17,312,343
Brady,ns-AUSTRALIA,ns-AUSTRALIA,ASL_2011_06_08_Brady,14,1598,1624
Liz,ns-nat-AUSTRALIA,ns-nat-AUSTRALIA,ASL_2008_01_11,26,611,645
Tyler,ns-nat-AUSTRALIA,ns-nat-AUSTRALIA,ASL_2008_05_12a,17,787,820
Naomi,ns-nat-AUSTRALIA,ns-nat-AUSTRALIA,ASL_2008_08_04,17,560,587
Brady,ns-nat-AUSTRALIA,ns-nat-AUSTRALIA,ASL_2011_06_08_Brady,14,1887,1914
Liz,ns-nat-AUSTRIA,ns-nat-AUSTRIA,ASL_2008_01_11,26,916,955
Brady,ns-nat-AUSTRIA,ns-nat-AUSTRIA,ASL_2011_06_08_Brady,14,2163,2191
Liz,WAKE-UP,WAKE-UP,ASL_2008_01_11,27,395,420
Tyler,WAKE-UP,WAKE-UP,ASL_2008_05_12a,17,3457,3480
Naomi,WAKE-UP,WAKE-UP,ASL_2008_08_04,17,2937,2962
Brady,WAKE-UP,WAKE-UP,ASL_2011_06_08_Brady,14,3651,3674
Liz,SURPRISE,SURPRISE,ASL_2008_02_29,54,805,855
Brady,SURPRISE,SURPRISE,ASL_2011_07_19_Brady,106,163,183
Brady,SURPRISE,SURPRISE_2,ASL_2011_07_22_Brady,41,935,965
Liz,ASTONISHED,ASTONISHED,ASL_2008_02_29,29,2490,2538
Brady,AMAZED,AMAZED,ASL_2011_07_19_Brady,80,4490,4510
Liz,GO-AWAY,GO-AWAY,ASL_2008_01_11,27,755,780
Tyler,GO-AWAY,GO-AWAY,ASL_2008_05_12a,17,3686,3710
Tyler,GO-AWAY,GO-AWAY,ASL_2008_05_29a,38,1515,1541
Naomi,GO-AWAY,GO-AWAY,ASL_2008_08_04,17,3153,3175
Naomi,GO-AWAY,GO-AWAY,ASL_2008_08_13,6,2580,2608
Brady,GO-AWAY,GO-AWAY,ASL_2011_06_08_Brady,14,3878,3901
Liz,GO-AWAY,GO-AWAY_2,ASL_2008_02_01,7,1840,1865
Brady,GO-AWAY,GO-AWAY_2,ASL_2011_06_14_Brady,27,259,287
Liz,AWKWARD,AWKWARD,ASL_2008_01_11,27,1115,1180
Tyler,AWKWARD,AWKWARD,ASL_2008_05_12a,18,310,352
Naomi,AWKWARD,AWKWARD,ASL_2008_08_04,18,243,283
Brady,AWKWARD,AWKWARD,ASL_2011_06_08_Brady,14,4316,4356
Lana,AWKWARD,AWKWARD,ASL_2006_10_10,3,1026,1089
Dana,AWKWARD,AWKWARD,ASL_2007_05_24,7,1006,1069
Liz,B,B,ASL_2008_01_11,27,1415,1435
Tyler,B,B,ASL_2008_05_12a,18,562,595
Naomi,B,B,ASL_2008_08_04,18,521,557
Brady,B,B,ASL_2011_06_08_Brady,14,4622,4638
Liz,BABY,BABY,ASL_2008_01_11,27,1605,1670
Tyler,BABY,BABY,ASL_2008_05_12a,18,806,850
Naomi,BABY,BABY,ASL_2008_08_04,18,697,751
Brady,BABY,BABY,ASL_2011_06_08_Brady,14,5120,5165
Liz,KEEP-IN-MIND,KEEP-IN-MIND++,ASL_2008_01_11,28,550,580
Tyler,KEEP-IN-MIND,KEEP-IN-MIND++,ASL_2008_05_12a,18,1225,1265
Naomi,KEEP-IN-MIND,KEEP-IN-MIND+,ASL_2008_08_04,18,1365,1417
Brady,KEEP-IN-MIND,KEEP-IN-MIND,ASL_2011_06_08_Brady,15,2019,2044
Liz,PAST,PAST+,ASL_2008_01_11,28,1320,1350
Tyler,PAST,PAST++,ASL_2008_05_12a,18,4165,4211
Tyler,PAST,PAST+,ASL_2008_05_12a,24,466,485
Tyler,PAST,PAST++,ASL_2008_05_12a,24,710,742
Naomi,PAST,PAST+,ASL_2008_08_04,18,3418,3447
Brady,PAST,PAST+,ASL_2011_06_08_Brady,15,485,510
Liz,PAST,PAST_2,ASL_2008_01_11,37,1075,1096
Liz,PAST,PAST_2,ASL_2008_02_15,32,1185,1230
Naomi,PAST,PAST_2,ASL_2008_08_04,25,435,452
Brady,PAST,PAST_2,ASL_2011_06_08_Brady,18,5538,5556
Brady,PAST,PAST_2,ASL_2011_07_19_Brady,27,721,741
Lana,PAST,PAST_2,ASL_2006_01_20,22,2428,2449
Liz,BACKGROUND,BACKGROUND,ASL_2008_01_11,28,1755,1800
Tyler,BACKGROUND,BACKGROUND,ASL_2008_05_12a,18,4420,4455
Naomi,BACKGROUND,BACKGROUND,ASL_2008_08_04,18,3667,3685
Brady,BACKGROUND,BACKGROUND,ASL_2011_06_08_Brady,15,2796,2815
Liz,BACKPACK,BACKPACK,ASL_2010_08_10_Liz_additional_lexicon_signs,8,2880,2935
Tyler,BACKPACK,BACKPACK,ASL_2008_05_12a,19,455,510
Naomi,BACKPACK,(crvd-B)BACKPACK,ASL_2008_08_04,19,265,287
Tyler,BACON,BACON,ASL_2008_05_12a,19,705,750
Naomi,BACON,BACON,ASL_2008_08_04,19,561,577
Liz,BACON,BACON_2,ASL_2008_01_11,29,1065,1105
Tyler,BADGE,BADGE,ASL_2008_05_12a,19,1165,1230
Liz,BADGE,BADGE_2,ASL_2008_01_11,29,1575,1615
Liz,BADGE,(F)BADGE,ASL_2008_01_11,29,2080,2126
Naomi,BADGE,(F)BADGE,ASL_2008_08_04,19,1782,1820
Liz,PIN,PIN,ASL_2008_02_15,39,1510,1550
Brady,PIN,PIN_2,ASL_2011_07_19_Brady,33,1576,1593
Liz,BALD,BALD,ASL_2008_01_11,30,1080,1125
Naomi,BALD,BALD,ASL_2008_08_04,19,2925,2957
Brady,BALD,BALD,ASL_2011_06_08_Brady,15,6974,7007
Tyler,BALD+ALL-GONE,BALD+ALL-GONE,ASL_2008_05_12a,19,4583,4615
Liz,BALL,BALL,ASL_2008_01_11,30,1756,1786
Tyler,BALL,BALL,ASL_2008_05_12a,20,722,762
Naomi,BALL,BALL,ASL_2008_08_04,20,297,323
Brady,BALL,BALL,ASL_2011_06_08_Brady,15,7378,7400
Liz,BALLOON,BALLOON,ASL_2008_01_11,30,2070,2125
Tyler,BALLOON,BALLOON,ASL_2008_05_12a,20,960,995
Naomi,BALLOON,BALLOON,ASL_2008_08_04,20,533,570
Brady,BALLOON,BALLOON,ASL_2011_06_08_Brady,15,7740,7774
Liz,ns-BALTIMORE,ns-BALTIMORE,ASL_2008_01_11,31,550,585
Naomi,ns-BALTIMORE,ns-BALTIMORE,ASL_2008_08_04,20,1107,1126
Brady,ns-BALTIMORE,ns-BALTIMORE,ASL_2011_06_08_Brady,16,1080,1105
Lana,ns-BALTIMORE,ns-BALTIMORE,ASL_2006_10_10,3,2476,2505
Dana,ns-BALTIMORE,ns-BALTIMORE,ASL_2007_05_24,7,2581,2631
Liz,BANANA,BANANA,ASL_2008_01_11,31,795,851
Liz,BANANA,BANANA,ASL_2008_02_15,33,3945,4000
Tyler,BANANA,BANANA,ASL_2008_05_12a,20,2005,2075
Naomi,BANANA,BANANA,ASL_2008_08_04,20,1350,1410
Brady,BANANA,BANANA,ASL_2011_06_08_Brady,16,2103,2136
Brady,BANANA,BANANA,ASL_2011_07_19_Brady,28,2803,2861
Liz,BANDAID,BANDAID,ASL_2008_01_11,31,1015,1055
Tyler,BANDAID,BANDAID,ASL_2008_05_12a,20,2230,2260
Naomi,BANDAID,BANDAID,ASL_2008_08_04,20,1597,1630
Brady,BANDAID,BANDAID,ASL_2011_06_08_Brady,16,2469,2484
Brady,ns-BANGLADESH,ns-BANGLADESH,ASL_2011_06_08_Brady,16,4558,4588
Liz,BAPTIST,BAPTIST,ASL_2008_01_11,31,1446,1505
Tyler,BAPTIST,BAPTIST,ASL_2008_05_12a,20,3142,3190
Naomi,BAPTIST,BAPTIST,ASL_2008_08_04,20,2602,2647
Brady,BAPTIST,BAPTIST,ASL_2011_06_08_Brady,16,5730,5761
Liz,BAR,BAR,ASL_2008_01_11,11,235,285
Liz,BAR,BAR,ASL_2008_01_11,32,300,335
Tyler,BAR,BAR,ASL_2008_05_12a,20,3475,3525
Naomi,BAR,BAR,ASL_2008_08_04,20,3047,3068
Brady,BAR,BAR,ASL_2011_06_08_Brady,10,2411,2438
Brady,BAR,BAR,ASL_2011_06_08_Brady,16,5226,5255
Brady,BAR,BAR,ASL_2011_07_19_Brady,34,382,412
Tyler,BARK,BARK,ASL_2008_05_12a,21,275,305
Naomi,BARK,BARK,ASL_2008_08_04,21,990,1017
Brady,BARK,BARK_2,ASL_2011_06_08_Brady,16,7467,7483
Naomi,BASEBALL,BASEBALL,ASL_2008_08_04,21,1205,1235
Lana,BASEBALL,BASEBALL+,ASL_2006_10_10,3,1314,1337
Brady,BASEBALL,(S)BASEBALL,ASL_2011_06_08_Brady,16,7956,7982
Dana,BASEBALL,(S)BASEBALL,ASL_2007_05_24,7,1292,1352
Tyler,BASEBALL,BASEBALL_2,ASL_2008_05_12a,21,492,530
Liz,BASKET,BASKET,ASL_2008_01_11,33,555,590
Tyler,BASKET,BASKET,ASL_2008_05_12a,21,1780,1810
Naomi,BASKET,BASKET,ASL_2008_08_04,22,1398,1421
Liz,BAG,BAG,ASL_2008_01_11,33,825,866
Liz,TRASH/BAG,TRASH/BAG,ASL_2008_01_11,33,340,370
Liz,TRASH/BAG,TRASH/BAG,ASL_2008_03_28,36,1485,1525
Tyler,TRASH/BAG,TRASH/BAG,ASL_2008_05_12a,21,1337,1372
Naomi,TRASH/BAG,TRASH/BAG,ASL_2008_08_04,22,1105,1137
Brady,TRASH/BAG,TRASH/BAG,ASL_2011_06_08_Brady,16,9400,9425
Liz,TRASH/BAG,(G)TRASH/BAG,ASL_2010_08_10_Liz_additional_lexicon_signs,28,3185,3255
Liz,EPISCOPAL,EPISCOPAL,ASL_2008_01_18,32,1977,2010
Brady,EPISCOPAL,EPISCOPAL,ASL_2011_06_14_Brady,12,6252,6270
Liz,BASKETBALL,BASKETBALL,ASL_2008_01_11,33,1040,1065
Tyler,BASKETBALL,BASKETBALL,ASL_2008_05_12a,21,2420,2455
Naomi,BASKETBALL,BASKETBALL,ASL_2008_08_04,22,2650,2667
Brady,BASKETBALL,(crvd-5)BASKETBALL,ASL_2011_06_08_Brady,16,10199,10220
Brady,BASKETBALL,(crvd-5)BASKETBALL,ASL_2011_07_19_Brady,117,3662,3685
Lana,BASKETBALL,(crvd-5)BASKETBALL,ASL_2006_10_10,3,1568,1593
Dana,BASKETBALL,(crvd-5)BASKETBALL,ASL_2007_05_24,7,1568,1613
Tyler,BAT,BAT,ASL_2008_05_12a,21,3115,3140
Brady,BAT,BAT++,ASL_2011_06_08_Brady,16,10414,10446
Naomi,BAT,BAT_2,ASL_2008_08_04,22,2997,3027
Liz,BAT,BAT_3+,ASL_2008_01_11,33,1296,1335
Liz,BATH,BATH,ASL_2008_01_11,33,1580,1620
Tyler,BATH,BATH,ASL_2008_05_12a,21,3475,3527
Naomi,BATH,BATH,ASL_2008_08_04,22,3407,3465
Brady,BATH,BATH,ASL_2011_06_08_Brady,17,317,359
Liz,BATHING-SUIT,BATHING-SUIT,ASL_2008_01_11,34,286,340
Brady,BATHING-SUIT,BATHING-SUIT,ASL_2011_06_08_Brady,17,579,615
Liz,(Y)BATHING-SUIT,(Y)BATHING-SUIT,ASL_2008_03_28,2,3725,3785
Liz,(Y)BATHING-SUIT,(Y)BATHING-SUIT,ASL_2010_08_10_Liz_additional_lexicon_signs,9,146,210
Tyler,BRA+UNDERPANTS,BRA+UNDERPANTS,ASL_2008_05_12a,27,342,399
Naomi,BRA+UNDERPANTS,BRA+UNDERPANTS,ASL_2008_08_04,28,805,852
Brady,BRA+UNDERPANTS,BRA+UNDERPANTS,ASL_2011_06_08_Brady,21,4100,4147
Tyler,BRA+UNDERPANTS,UNDERPANTS+BRA,ASL_2008_05_12a,22,322,375
Brady,BRA+UNDERPANTS,UNDERPANTS+BRA,ASL_2011_06_08_Brady,17,859,905
Liz,TOILET,TOILET+,ASL_2008_01_11,34,1050,1075
Tyler,TOILET,TOILET+,ASL_2008_05_12a,22,1615,1665
Naomi,TOILET,TOILET+,ASL_2008_08_04,23,2163,2185
